gene_name	exontotal
CCDC114	3206
NEXN	3376
GART	4404
POTED	1815
ZNF280B	5724
USP20	4594
BAAT	3523
ARHGAP28	5514
ADD2	5925
GIMAP6	3909
MPZL3	3980
SMYD1	4419
E2F6	3441
GSN	3458
EIF4G1	6213
POTEM	6655
PGAP2	2892
CDC42	3147
CDO1	1609
CDC25C	2555
CDC25A	3691
SEPT7	4337
UBP1	4158
CEACAM16	1685
ALG13	6975
PALLD	6958
OXSM	1751
ALKBH2	1193
ZNF652	11546
C6orf136	13734
SYNPO	8245
ZNF772	5414
OSBPL5	3865
TCF21	3650
NOTCH2	11791
KRTAP1-3	970
ST6GALNAC5	2027
NPAS3	5971
WNT7B	3908
FBXO32	6937
PRR20A	9220
C6orf106	4424
UBL5	526
SMYD4	4323
POLN	2875
FAM101B	3618
PRSS42	877
GPX6	1707
FKBP8	1757
CT47A12	11610
NLRX1	4274
KIF13A	8673
FANCE	2545
SCT	510
MON2	10481
SYCP3	1120
PODN	3404
UBTD1	1690
ZNF689	3871
LOC286297	5176
SPAG5-AS1	1362
SLC9B1	2360
NXPE3	9044
ZNF707	3310
MIR1-1	70
SHISA4	1656
ATP5SL	1822
EGFL7	2556
RCAN3AS	426
USP16	3017
LCMT2	2846
ZNF518A	8423
C2CD5	4961
TRNAU1AP	2005
SDHAF2	1215
FAM86C1	2186
CDY2A	3918
RAB40B	1753
ADIPOQ	4625
HS6ST1	3950
SLC39A1	3090
PPP2R2B	3783
SLIT3	9698
MSX2	2206
MSX1	1935
UCP3	3478
EPM2AIP1	7438
KIAA0753	4666
PPFIBP2	4015
IRF4	5451
MUC5B	17867
DDX11	3900
USF2	1699
DYNC2LI1	1923
KL	5001
CCAR1	4734
P2RX2	2649
MYO18B	8521
MS4A14	3565
C9orf24	1324
CAPS2	4536
ABHD1	1437
ICK	6223
C6orf47	17320
RPP21	4077
LRP5	5329
PABPC1	2845
CAPN9	2573
SLC35C2	2702
SLMO2	2557
AMDHD2	2272
IFT81	3703
MAN1A1	5014
MIR1265	85
MIR103B1	61
MIR1539	49
MIR1537	60
MIR1471	56
MIR1470	60
MIR1469	46
LOC100130700	597
MIR1197	87
MIR1322	70
KLF6	4658
MIR1306	84
MTCP1	2315
ADAMTS4	4323
MYO1E	5082
TBL1XR1	6534
CITED2	2113
S100P	508
CACNG2	4519
S100A2	959
MICU1	2661
RNF6	3931
TRDN	10952
OCIAD1	2323
AFMID	2148
ANKRD34C	5422
VSTM2B	1238
PLCH1	6511
NSUN5	2583
CCSER2	8087
GPR6	1944
CNEP1R1	2162
SHMT1	2541
TMEM9B	2292
LOC102288414	806
SPTBN1	12987
GAS6	3888
RPS9	708
RPS8	699
PPHLN1	4571
RFPL1S	5114
APBB1	3598
AGTPBP1	4513
AKT3	7326
RAB3GAP1	4913
NFIA	10010
POU3F2	4086
MSRB2	1806
ABCC13	2917
ADNP	6510
OR8U8	864
RGAG4	4336
GLRA4	2149
ZNF423	4749
FAM71F1	2416
CCAR2	4180
INSM2	3012
TEX12	1139
TEX13B	1245
FCRL4	3447
FCRL5	5373
TMPRSS5	2328
OR10J1	1088
AICDA	2789
MICA	12141
CD200	2283
MAP3K19	4367
GPSM3	12831
TCF20	7304
TCEB1	2323
TCF7L1	2906
MALRD1	6840
COLQ	3348
SLC38A10	5129
GCNT1	6713
HAP1	3947
CARM1	2952
FUT11	2174
CT47A2	11610
ZNF34	2830
CYB5B	4281
B9D2	1027
NDFIP1	3589
CENPE	8566
GAGE12D	3480
ZNF264	12159
BHMT2	2643
VEZT	4634
RNF111	6198
PCNP	2234
ZFP64	4974
UBE2V1	4554
EFS	3230
PURA	5293
TMEM251	1360
C1orf43	1891
WRAP53	2269
RNF31	3535
TRIM34	2492
CBLB	3957
DUX4L5	26198
ZNF506	3320
ZBTB34	6561
RRAS2	2744
PSMA4	1212
EPN2	4824
ZNF836	3328
AATK	5343
CASP8AP2	6753
ZNF732	2176
ANAPC5	2714
RCOR3	4973
FAM178A	7996
NSMF	3637
HCP5	9074
ASIC3	2303
TXNDC12	4342
IKBKB	4165
CMPK1	3501
MIR941-4	285
SLC25A17	2632
P2RX4	2100
LINC00507	2124
ADAM22	9478
EMP3	824
EMP2	5176
ELAVL1	6052
EIF4G2	4336
EIF4A1	1866
EIF2S3	3453
EHBP1L1	5161
SCN5A	8568
ELN	3965
SEC61A2	3488
MRAS	5117
EFTUD2	4532
PACRGL	2286
HNRNPH3	2402
PGK1	2412
PLG	4199
PLA2G2A	1026
OLR1	2510
GALNT14	3398
STPG1	3036
SLC6A2	5319
MYD88	2868
AKR1A1	1570
R3HDM2	3952
HSPA8	2451
WDTC1	4803
STAG2	6572
LPHN1	7833
DYRK1A	6898
KIAA2018	13700
PDK4	3689
USP17L25	12736
RIMS4	5204
NEDD9	5769
MAP3K13	11609
APOF	1687
PSMB7	1007
SCGB1D1	426
SCN2B	4918
RPS6KA3	7688
SPHAR	1121
ILF2	1892
GNB5	3157
ARL17A	35997
MKNK2	3771
B3GNT3	2717
TMEM5	2283
TENM1	12861
KLHDC4	1918
SNORD116-9	192
PEX11G	1081
ZC3HAV1L	1748
ACY3	1292
HIST4H4	411
ANGPTL4	1898
PCDHA7	5232
RGS17	1461
SFXN3	3078
MTA3	6704
HELLS	3321
RAB11FIP1	7850
TARS2	2771
ACSF2	2406
CCDC144A	5810
QRICH1	3304
TMEM104	4739
IGLL1	897
GPR85	5311
ACRV1	1405
E2F8	3956
MSRB1	1363
VIPAS39	2949
KRTAP4-1	737
KCTD17	1757
KLC2	3252
NMBR	1351
TBCA	675
CAMK1D	2677
RASSF1	2336
ACSM3	2277
SNORD116-8	96
SNORD115-36	324
SNORD115-35	81
SNORD115-34	81
SNORD115-33	81
SNORD115-32	81
SNORD115-31	81
SNORD115-30	81
SNORD115-29	324
SNORD115-26	81
SNORD115-25	81
SNORD116-27	93
SNORD116-26	97
SNORD116-25	93
SNORD116-24	93
SNORD116-23	93
SNORD116-22	93
FSBP	5401
MLPH	4272
LINC00597	1496
LOC646471	3652
ARRB2	2009
GABRG2	4066
LRRC42	1779
ANKRD30A	4369
SIPA1L1	8469
PNOC	1335
SNORD42B	66
SNORA70	134
SNORD4A	71
SNORD4B	73
SNORD73A	64
SNORD21	94
SNORD15A	147
AK9	7511
DDIAS	3557
HYLS1	2513
PGBD2	2706
HIST2H4A	790
HIST1H4G	366
HIST1H4L	363
HIST1H4E	376
HIST1H4B	356
AKAP1	4650
SSBP4	1769
MGARP	1335
BEX2	1173
GTPBP3	2830
PTP4A3	2780
COX4I2	679
SPATA22	1735
CREB3L3	2608
PPP1R9B	4041
HINT2	647
LOXL3	3776
GJA10	1631
SLC9A7	10017
MCEE	867
KDM2B	5849
TFCP2	3700
SMIM9	1011
RPTOR	6822
UBE2D2	2858
HDAC8	3623
ITIH1	3233
PDZD3	2352
TMEM180	2824
NEK11	3305
PIK3R4	5019
PLA2G2E	483
FPR1	1368
TMEM127	4589
RPAIN	3126
PRICKLE1	4788
TEX30	1391
OCIAD2	818
ANKRD17	9481
STMN4	2387
PRMT5	2599
SACM1L	3687
GAGE6	1040
GAGE5	517
ASB14	3196
ERI2	4195
OR3A4P	1201
R3HCC1L	3553
MARCH6	9671
DYNC1I2	4651
TP53I11	4469
SATB1	5848
BCAN	4036
ZNF761	4682
AKR1B10	1586
PAPPA2	7672
ABCC9	8423
IGFL2	949
PAX6	7336
SMARCB1	1694
STC2	5339
SNAR-H	119
CASK	8284
HGC6.3	1015
FAM196B	3544
DCT	2387
PPIAL4D	1568
APPL2	3541
MLF2	1913
PLCG2	8674
QPCT	1696
DAZ2	7658
PLCL1	6602
ATF7IP	10104
N4BP2	9648
FBP2	1343
IL18BP	4049
TSSC4	1422
CD2AP	5391
CST1	757
CHRD	3498
RBBP4	8005
NHLH1	2557
DST	24572
YAF2	9200
NAMPT	4570
GOLT1B	3267
ZNF117	6400
AP5S1	1957
RSAD1	2490
SLITRK3	4220
TRPM7	10364
ATP5I	361
WASF2	5662
CHID1	3801
NCLN	3718
MGST1	2345
TCF19	22562
HEPACAM2	2345
FAM195B	1517
PIK3C2G	4934
MIR874	77
SMC4	5709
TP53I3	2029
POLR2L	874
SIRT4	1206
LILRB4	3920
ITGBL1	5913
CCL3L1	1753
RHBG	2013
PACS1	4469
TMEM116	1592
SF1	4417
DCLRE1C	6959
ZNF502	3391
PIGS	2861
MCL1	4397
CAMTA1	9258
SSPO	15469
SPTSSA	2532
ABCA5	9341
SUGP1	2075
HLA-F	8325
CCDC77	2490
DVL1	2909
DUSP1	2020
DTX1	3279
ATP12A	3711
DCAF13	2630
LSR	2268
FNDC1	6528
NCOA6	7047
DUSP22	3498
IKZF3	9999
YIPF3	1567
MOB4	3937
ZFR	4695
NCS1	5001
WDR7	7254
SLC18B1	2411
LMNA	4406
POSTN	3357
LRRC61	1960
CD22	3281
SPINT2	1795
NDUFV1	1621
PLCE1	8308
TROVE2	3711
POU5F1	26634
SMURF2	3847
CLVS1	3486
PPT2	16837
TAAR6	1037
THNSL2	2307
KANK1	6677
FMR1-AS1	4043
PIN1P1	995
TTTY21	610
LRRC56	2760
OR2C3	2740
BTN3A3	2991
NAA10	1110
NVL	2982
FAM92B	1889
ADD1	4998
ZNF615	4085
SH3GL3	1684
C14orf23	3725
ANKRD30BL	2160
LMLN	7137
DSCR9	1641
PBX3	3094
U2SURP	7436
TRAPPC13	4327
GSTT2B	2178
CAPSL	1092
CCNJ	4132
TRA2B	4279
SLMO1	1713
NPLOC4	4364
URGCP	4457
PARPBP	3070
CXorf57	3890
CACNG3	2699
RAB11FIP5	4337
USP3	5858
CLCA2	4010
CFB	17687
CDH13	4314
MSLN	2175
STAT6	4244
SHISA6	7409
EXOC3L4	2568
MAP1LC3B2	830
RERE	8296
CTNND1	6351
NOX4	5356
IL17RC	2839
BIVM-ERCC5	5120
BLZF1	2308
ASMT	2818
NOS1	12501
APEX1	1558
CST7	926
TEKT4	2212
TLE4	5378
AP1G1	6824
CHRNA7	3423
CHRNA5	3617
CHRNA4	5580
WT1	3303
HYDIN	16420
FABP9	395
MS4A13	918
ESYT3	4424
RAD23A	1812
CTCFL	7988
HOXB-AS3	1404
AGFG2	4799
PACSIN2	3502
PSMB8	14118
MS4A6E	656
ZNF483	5202
AMZ1	4510
TMEM132D	5768
OR4Q3	941
CRLF3	2933
USP28	4607
CROT	4080
CCDC54	1293
CARD6	4094
CCDC102B	2908
PRB4	914
DAXX	13171
GSDMD	2356
NCR3	9752
C1orf185	906
BTF3L4	4637
CD8B	1861
C1orf198	4125
SMIM24	904
TRIM64	1527
C19orf38	1082
CACNA1D	7777
ADAMDEC1	2423
RASGRP4	3201
LTB4R	4617
C17orf58	1563
FAM104B	2272
PTBP1	3266
PNMAL2	4721
SLC25A42	3261
STXBP4	6028
TMEM26	5149
GDI2	2401
ATP6V1F	814
CAPN1	3374
PPFIBP1	6139
PRAMEF15	3716
ALS2CR11	7391
MUC1	1829
LOC100129636	5053
EPX	2704
OPALIN	4001
ZNF682	3285
SUSD1	3064
ZNF101	1446
MAP4K4	7965
PAQR7	3021
SIKE1	5548
LINC00907	7894
NFIA-AS1	388
LOC100128494	4229
GATA6-AS1	1786
MKKS	3195
KLHL9	4411
TFEB	2722
VPS36	4772
TSHZ3	4911
MYOM1	5809
FLII	4436
H2AFY2	2170
PCDHB13	3502
PCDHB12	3407
PCDHB11	3270
PCDHB10	3261
PCDHGC5	4814
PCDHGC4	4793
RAB33A	1106
LONP1	3592
PCGF1	897
SLC25A25	4382
SIGLEC11	3154
TXNRD3	2903
TMIGD2	1261
RHOU	4754
HDGFRP2	2364
CDAN1	4702
CLEC12A	1589
CACNB2	5973
TMEM207	1443
MIR155HG	1471
SNORD38B	68
TBCEL	4031
CDKN1A	2631
DNAJB6	3180
DDAH1	4474
MYL12B	1173
MYB	3662
NEO1	7059
AZI2	3741
COPS2	4095
MEF2A	5904
AGER	12754
C20orf24	1248
UMODL1	5495
FGFR2	5552
WDR46	11740
ZNF829	5241
CHFR	3355
C6orf203	1789
ECSIT	1810
KIZ	2185
ARHGAP32	10423
SYCP1	3594
OR7C2	959
PPAT	3691
H2AFY	2143
RFC1	4874
PDHA1	3495
CTPS1	3180
SELPLG	2781
RDX	5531
CAPN11	2705
CD101	3553
PCP4	553
CCDC159	1052
ZNF823	2391
ST3GAL3	2860
FUT3	2587
SOWAHD	1589
RASSF10	2683
FBXO45	5730
DHRS7C	1000
C7orf57	2125
DKC1	4511
GSTO2	1584
PDYN	3006
AKR1D1	2701
GPC1	3677
EXT2	3836
ENPEP	4975
ERICH5	1547
ATRAID	1391
CD4	3444
CHMP4C	1840
APITD1-CORT	2144
ZNF773	2183
ZNF568	5980
HSD11B1L	2113
ATP9B	4327
HLA-DPB1	32142
ZNF551	3718
SNPH	4988
NOP56	2181
TBC1D3H	8484
PPP1R10	29995
CTSA	2271
PTPN3	9772
MICAL3	14738
LCK	2221
TCHH	6992
TFDP1	2681
KIR2DS5	1593
ABCB4	3960
SERHL2	2133
VPS13A	12521
ALKBH5	3429
MRPL16	1178
SURF6	2325
SLC20A2	4435
POLD4	1756
ACCS	2241
BRINP2	3550
CD209	4420
PSIP1	3947
XRCC5	3409
ADAMTSL4	4402
DEFB123	376
FZD4	7392
CARS2	1847
LOC101927709	1164
SLC7A13	1861
DPPA2	1374
U2AF2	3119
OIP5	1231
NTRK3	5216
AKT2	5286
ZNF43	5936
ARMCX5	3043
DCLRE1B	3784
VWA1	4656
FAM129B	4062
SLC11A2	6949
FAM3A	1903
UBXN6	1981
DGKH	4511
FAM133A	3411
SNORD113-9	70
TSNAX-DISC1	9751
RBP2	684
RIT1	3474
ASCL1	2482
ASAH1	2946
TLK2	5490
GLS2	2703
SLC4A9	3378
TNIP1	3095
ARHGAP20	6849
CGA	839
NT5C	1032
MAFF	2526
TDRD1	4484
LINC00634	1504
ERG	7667
RGS7	2557
AGPAT4-IT1	1850
KIAA0391	3140
STOML1	2235
PAX5	8955
EFCAB11	4456
CCDC117	4072
WDR86	2211
GUCD1	3936
CNTNAP2	9868
C16orf72	3975
TRPS1	10148
TAC1	1181
IFI44	1717
GP5	3491
RPP38	1656
RPP30	5780
FOLH1	2712
FRG1	1034
FUT7	2412
GCSH	1533
GALNT3	3256
GNG4	5307
GPC3	2376
HTATIP2	2228
PTPRJ	9027
ARL17B	1720
PPARD	4451
SLC9A9	3611
FAM150A	1166
XKR5	5019
GBP7	2443
ABCC6P1	2714
SNORD62B	170
RCL1	2293
SNORD114-26	70
SNORD114-25	70
SNORD114-24	70
CTAGE6	2661
ZNF680	4907
SNORD113-7	75
SNORD113-6	73
SNORD113-5	76
SNORD113-4	73
SNORD113-2	70
SNORD113-1	69
ICOSLG	3379
ZNF200	3653
CCND3	3154
ZNF735P	1235
ZNF727P	1675
NFKB1	4061
MNX1	2610
GFRA2	3321
CTNNA2	4732
ZCCHC9	1784
MAF1	1767
DEFA5	447
UBC	2583
ANKRD20A1	3496
LAP3	2087
TRIM33	8319
NUFIP2	10876
PIEZO1	7782
FOXO4	3345
PTPRD	10122
BOD1	1930
SMAD6	3151
CXCR3	1866
SPG20	5383
SH3YL1	7212
RAB28	1875
PRAME	3230
FUS	5104
CDH18	3944
ERVV-2	2480
CAAP1	2963
SLC1A3	4853
MSN	3957
MSMB	491
MSI1	2960
DYNLRB1	1237
SLC39A13	2440
TPM3	11564
DEFB106A	602
CPT1B	3137
GEM	2178
QSOX2	4515
HBG1	581
HBA1	573
DCX	9679
CRX	4462
WRN	5711
PAAF1	1704
AMBRA1	5525
KIAA1549	12406
PKP4	4568
SRP19	2982
MYBL1	5172
CNPY1	2230
DSCC1	2260
ANTXR1	7103
THAP7	1238
PPP3CB	4629
FAM13A	6243
IL12RB1	3597
FAM181A	2115
CXorf40A	3928
SESTD1	10430
FHL1	4198
SYNCRIP	8354
MTHFS	2538
ST20	1511
SMC6	5231
EVA1C	1945
DDX50	2523
CSRP2BP	3838
KIR2DL5A	1588
GPSM1	4777
JARID2-AS1	515
DNAJC19	1633
PPIP5K1	5895
PINLYP	952
CSF2	781
CSF1	5035
FRA10AC1	3075
RNASE11	1763
SFR1	1524
LARP1B	5784
ACTL6A	2036
MEX3D	4194
MBLAC1	1497
MBLAC2	4278
GLYR1	3716
ZFHX2	9172
FAM78A	3934
SEC14L2	4843
TSPAN17	2579
FAM138D	1123
NINL	4948
ETV7	2235
TTC29	1773
NEDD4L	9626
USP22	5207
RPGRIP1L	6155
NUP160	5347
LARP6	2582
AFF2	13865
HLA-G	8042
HLA-DRB5	1162
SLC30A8	5835
DNAI2	2265
LRRC34	2402
MIR520B	60
MIR520D	86
MIR518F	86
MIR521-2	86
NDUFAF1	1725
DEFB122	493
ARHGAP22	4084
CLIC5	8266
BPIFC	1965
PRR24	934
ZMIZ2	5124
PDILT	2115
NOP9	6033
TRO	4971
TICAM1	2720
SH2D6	889
COL11A2	43587
ZNF630	2902
LOC646862	989
AEBP2	5798
KRT80	3885
C5orf52	694
ARHGEF33	4288
RGS20	2736
CLPSL2	607
VCPKMT	1886
GPR78	4495
GPR82	3346
TAF1L	6215
MIR523	86
MIR648	93
GS1-279B7.1	662
TRMT2B	3576
WDR65	5103
TDRD3	3122
CAPN2	3705
MKI67	12480
SNCA	3472
EIF4G3	6928
C22orf24	1244
IPO11	4602
SRRM2	9338
RBM14	5404
NOL4L	6972
IFITM4P	1737
FMN1	16625
WNK2	8415
PNLDC1	1922
PTCRA	1165
HIP1	8009
ANAPC10	1944
SLC16A7	12397
SLC43A3	2921
PIK3R1	7642
THYN1	1314
DDX51	4702
MLX	2554
COX15	7680
TBATA	1572
MKX	3632
GPX1	1513
USP17L2	1592
PLEC	16423
LOC101928911	588
LOC101928936	3971
TSPAN10	2142
ZNF362	3097
IFT122	4538
OR4C12	1062
SIGMAR1	1730
SGMS1	3742
ITSN2	6698
SLC35F4	1709
B4GALNT2	2097
CUX1	15553
RBM14-RBM4	1611
TTC33	5501
TRIM46	3798
CCDC82	2720
LCOR	16544
ZNF529	7827
MAGEA5	1661
KIAA1614	4146
USHBP1	2397
TM2D2	3925
MRO	5325
ITFG3	3852
AEN	3112
LENG1	920
STARD13	7498
ZNF37A	7025
ARMC2	3718
LOC152578	722
PAN3-AS1	2189
MIR24-2	72
GHRL	1732
MIR32	69
MIR24-1	67
EXOC3	2749
ST7L	4672
CDHR2	4343
GMPR2	3428
SIMC1	2049
SYVN1	3035
MED23	5555
ZNF334	4064
SREK1	8916
CYP4X1	2345
BCAS4	1372
MAP4K5	4403
C9orf131	3622
KCNN3	13223
CD200R1	2390
LSM5	3259
LSM4	1820
LETM1	5448
CD2	1526
CD1D	3776
CD1A	2089
CCT6A	2650
GINS3	2387
ZNF280A	2156
ZFYVE27	3051
SLC22A12	3500
ENPP6	3928
CASC5	7658
AKAP12	8783
RTDR1	1245
EXD3	4921
DKK2	3633
NUMA1	7557
DKK4	814
ZBTB11	5108
KIF3A	6240
CD160	1627
TAAR5	1146
SEMA5A	11785
CETN1	1155
CDR1	1298
SF3A1	5104
ZKSCAN5	4420
TUBB6	1811
GNPTG	1234
LYZL1	807
BOK	2642
MAP1LC3A	1137
SLC30A2	2465
C15orf41	4665
POC5	2228
SCN3A	9188
ILF3	7452
IL16	8321
NRG1	7770
RPRML	1092
SIPA1L2	6467
PITX2	4313
C1orf54	521
PCDHAC1	5658
L3MBTL2	3175
IL1F10	1408
RAB36	3811
NDUFS3	952
NDUFS2	2261
MFGE8	1981
HTR3B	1879
H1FX	1506
ENDOU	2449
MEOX2	2368
MAP3K5	5165
TSC22D1	6774
MAP3K1	7491
C1orf56	2026
C1orf27	3882
FGF21	882
LOC100129055	2768
FKBP9	3720
AGAP3	4332
CCDC3	3803
ANKRD35	3349
UBA2	2648
SCAP	4232
ZNF692	2371
UCKL1	2269
ANKRD6	5919
HFE	2216
TREML4	2064
ORAI2	10807
COMMD8	1406
ANKMY1	3497
KIF26A	6742
SLC41A3	2985
VPS37C	2687
GPN2	1505
RHBDL2	1829
XPNPEP1	2518
FBP1	1788
CYP11B1	3526
CRYBB2	757
F2	1996
PMF1-BGLAP	994
LETM2	4366
INSIG1	3074
PRRG1	6086
FAM63A	3482
DUX4L3	26198
AIPL1	3588
MLLT4-AS1	2309
HPS5	4857
PRR18	2703
C5orf51	5216
NFYC	2804
RPP14	3591
CECR1	4948
CDC45	2053
HNRNPC	3242
CD151	1540
POT1	4278
KDM5A	10808
WASF3	4990
CSF2RA	4564
BAI3	5605
MBP	7059
PDE4B	5194
CDK6	11753
SMPD4	4893
PRLR	12480
ATP1B4	4765
OGDH	4816
CUL7	5570
ARF6	3937
ARF3	3532
FBXW11	4624
IFNLR1	4556
CAST	5271
ZAN	8685
NEB	26124
NDUFB1	416
MIR3615	86
SPATA33	2979
CAPRIN2	4571
PACSIN1	4487
PFDN6	3640
TEX28	1615
KIF3C	5423
PTK2B	4769
GALK2	3706
HN1	3077
NOSIP	1357
RWDD1	1681
GTF2F2	1445
GTPBP6	2366
MRPL4	2560
MRPL48	972
RASA4	5585
OR4K15	1046
OR4F5	917
OR4K5	971
OR5H2	944
OR10AG1	905
OR4M1	941
OR13G1	923
MARCH7	3827
DACH2	2494
C7orf50	1288
ZDHHC4	1610
CTBP2	5727
NPRL3	3163
FAM3B	1376
OSCAR	2057
PLEKHH2	6924
ATP6V0A4	3334
HMHA1	7053
FAM66C	3258
LOC389332	1695
FAM182A	5106
FLJ42393	2265
ADAP1	2774
EPHB6	4254
PLCB2	5587
FOXO3B	7258
ZNF623	4331
TMC5	5856
PIK3CB	6230
TESPA1	4128
TBC1D22A	5013
ZNF341	3564
MAGI2	6858
PDE5A	7194
CGB	916
CD247	1673
CD3E	1504
CD3D	736
CCKAR	1677
CCK	1608
CACNG1	1314
CACNB3	3220
EPOR	2683
KCNJ5	2896
MGP	1468
RPL39	416
TEX22	2567
LOC100288814	644
C19orf81	760
TMEM184B	3867
ACP2	2302
RCBTB2	3236
CHAD	1691
AIF1	11762
AHSG	1566
AHR	6236
AHNAK	19258
RPS29	1514
RPL22	2081
CYP4F2	2393
PEX11B	2399
KIF21A	6603
LOC730159	629
MINPP1	3297
ZNF549	4117
LIG1	4359
PGM3	6427
FCRLA	2357
GPR64	4824
CKS2	610
KCNE1	4129
KCNQ1	3490
RPAP2	3099
C2orf27B	1322
RNFT2	2886
RBFA	5672
EPHX3	1930
ZNF669	1976
TUBAL3	1794
FAM57A	2075
MCM10	4530
MAGIX	2803
MARK1	7084
NADK2	4152
SLC38A2	4868
TUBA1C	1549
AMOTL2	5227
SLC45A2	3006
ZFAS1	1097
RPS15AP10	905
COMMD4	2194
NUBP2	1573
UTP15	5082
ATRNL1	9087
FAM66A	770
TMEM40	2267
PTCD2	2099
PTGDR	3030
PMP22	2103
MBD3	2492
LRRC28	1541
SMAP1	3598
ADRM1	1470
SPEG	11598
ASMTL	4528
CNKSR2	7066
BRD7	2295
PPARGC1A	6305
PLEK2	1451
KCNK16	1675
ZNF674	4085
NR1H4	2576
MS4A15	2272
ERF	2701
NDUFS5	568
DDO	1704
PEX11A	2739
SKIDA1	6592
CCDC64	3072
NECAB3	2106
FNDC3B	7058
CGB1	729
SLC35G1	2400
ASB9	2103
CECR6	5139
KCNA7	4370
GTSF1L	1427
ORC6	1680
SRGAP2C	2454
IL1RAPL1	2668
SLC7A9	1770
LILRB1	3448
FAM157A	1268
NANS	1234
PNCK	1926
SCAF8	5277
SRM	1265
LOC101929646	658
LOC101929662	2664
CDK16	3965
CCDC34	2937
NPL	3153
DCAF4	2541
CASP8	3627
DHX58	2603
LINC00836	2874
LOC100505683	633
TANGO6	4800
CHN2	4823
PPARG	2253
PRDM2	9571
HNRNPD	2248
KRTAP2-2	712
PPIA	2271
HECTD2	6408
ANKRD29	2263
TWIST2	1440
BSND	1366
ZNF92	3337
ARFIP1	3220
RTKN2	8391
USP25	5317
INSC	3218
TADA3	3410
DNAJB14	6313
WIPI2	4916
CCDC108	8836
C1orf200	1821
STAC3	1642
CDKL1	2791
CORO2B	3983
SHH	1573
IDS	6154
TBX5	4352
IGFBP1	1646
NUPR1	909
CLCF1	1969
SCG3	3298
FBXO44	3519
CSAG1	870
UXT	900
CDCA4	2451
SP3	6688
ASH2L	3284
MC2R	3727
CD14	1803
ZEB1	6379
ZC4H2	3177
KIAA1522	5598
GORASP2	3255
DAAM2	6307
CXorf49	3690
GMNN	1349
TRIM24	3985
PITPNM3	7131
SSTR5	2716
GOLGA3	9561
KRT13	1707
KRT4	2138
SLC17A4	3687
FAM25C	1047
C17orf107	3079
SCRN1	5542
ADRB3	2644
SGCA	1423
ADA	1520
PSG6	1836
TKT	3074
ISLR	2382
EGF	5559
FOXL1	3189
FGF3	1545
FER	2930
LOC101928880	495
BAIAP3	5044
IKBKG	2699
DENND2D	3526
GK5	10903
PVRL3	6831
ALCAM	6357
ANO6	7130
SYTL1	1951
MST1R	4751
ZBTB18	4514
MICAL2	9044
KRIT1	5542
CNTN5	7680
LIAS	1947
PHLPP1	6394
AMHR2	1852
FASTKD3	2551
ELOVL6	3481
PRRG3	1657
TRPM8	5595
FSTL5	4819
TNFRSF19	4827
RBAK	6647
CLDN15	2239
SPDYE2B	3948
HMGCL	1599
PHYHIP	3331
KIAA1644	6736
DLGAP1	7356
LMO4	5401
FMR1	4394
UROD	1448
FCGR3A	2413
LOC440704	2211
IER2	2044
WTAP	3491
NCOA2	6134
YLPM1	8116
IFT88	3132
PHEX	6147
PNLIPRP2	1468
ZNF513	2350
TBC1D20	4910
DOCK2	6045
CHML	7065
KRT18	1527
KCNAB2	5737
AK3	4613
FMO4	2129
CEACAM1	3602
CD99L2	3733
MAGEH1	1479
IFNA5	699
AK1	2259
NR0B1	1583
TWIST1	1664
IARS	4677
UGT2A3	6118
RARB	3538
LILRA2	2536
ME2	4606
CCDC28A	1490
ADD3	4612
MR1	7853
HGFAC	2024
CCDC42B	1506
NDOR1	4863
SSX2IP	6099
TBL1X	5998
FAM157B	1271
PET117	1156
TTC26	4315
SCRN2	2007
C18orf21	1145
CORO7	3809
NETO2	3683
DGCR2	4482
ZSCAN12	5983
QPCTL	2304
TRIM26	27200
MFAP2	1164
STAU1	3810
EPRS	4983
VGLL4	5097
ALPL	2584
PRR5	3098
NUDT1	905
SOAT1	7010
RHNO1	2459
BRINP3	2876
C2CD2	6451
HTR2C	4835
ENTPD2	2091
SIGLEC6	2147
TNFSF8	4600
LOC101929613	434
USP40	5586
LRCOL1	868
CEACAM4	1198
LPGAT1	7774
LGR4	5229
ZDHHC11	2593
RAVER2	4349
EXD2	5384
CARKD	2852
RPS3	2738
TENM2	9616
ZNF138	4948
TGIF2	3620
TTTY11	824
TTTY20	257
MOCS2	4174
SMTNL2	2394
ASB12	1290
COLEC12	3124
ATRIP	3111
TRIOBP	10846
HOPX	1890
NFATC2	7785
SBSN	2426
CPE	2419
PNMT	1044
RGL3	2542
NDP	1999
NCF1	1448
BMP4	2068
TNFRSF17	991
BCL2L1	2556
BMP2	3147
BCAT2	2068
NKX3-2	2239
BAK1	2187
PFDN1	1320
XCL2	562
SUPV3L1	2459
VCAN	12401
NR1H3	2302
PSMC2	3198
CTSE	2219
PSORS1C2	6521
FAM71A	2331
SNORD116-7	192
SNORD116-6	97
RAB39A	1780
MBD3L2	772
COX6B2	1658
ALOX15P1	667
BSCL2	2585
FRG2B	886
BCAM	3417
PLXNB2	6298
ANO10	2840
TANGO2	2853
GYG1	2014
GBE1	3083
ECE1	5717
HMOX2	2805
MSH5	19188
INO80C	1081
CASC20	1559
SLC25A12	3980
TNFSF11	2719
PRKRA	2164
AKR7A2	2612
DCAKD	2389
CLTC	8555
ZNF286A	5598
SLC4A2	5737
GCH1	3148
GCDH	2297
