gene_name	transcript_id	halflife	FPKM
ALDH1A2	NM_003888	N.D.	0.0102764
ALDH1A2	NM_170697	N.D.	0.0102764
ALDH1A2	NM_170696	N.D.	0.0102764
ALDH1A3	NM_000693	3.45 	1.26389
ALDH1B1	NM_000692	4.48 	14.488
ALDH1L1	NM_012190	N.D.	0.0251382
ALDH1L2	NM_001034173	3.77 	17.7882
ALDH2	NM_000690	>24	28.0493
ALDH3A1	NM_000691	10.23 	0.0506424
ALDH3A2	NM_000382	10.45 	7.07159
ALDH3A2	NM_001031806	10.45 	7.07159
ALDH3B1	NM_000694	6.33 	27.6875
ALDH3B1	NM_001030010	6.33 	27.6875
ALDH3B2	NM_001031615	N.D.	1.14031
ALDH3B2	NM_000695	N.D.	1.14031
ALDH4A1	NM_170726	3.57 	11.8272
ALDH4A1	NM_003748	3.57 	11.8272
ALDH5A1	NM_001080	19.14 	0.801919
ALDH5A1	NM_170740	19.14 	0.801919
ALDH6A1	NM_005589	>24	5.49751
ALDH7A1	NM_001182	>24	7.06545
ALDH8A1	NM_022568	N.D.	0.014871
ALDH8A1	NM_170771	N.D.	0.014871
ALDH9A1	NM_000696	11.22 	30.4617
ALDOA	NM_000034	>24	755.178
ALDOA	NM_184043	>24	755.178
ALDOA	NM_184041	>24	755.178
ALDOB	NM_000035	N.D.	0
ALDOC	NM_005165	>24	11.7505
ALG1	NM_019109	9.67 	7.91134
ALG10	NM_032834	N.D.	0.499653
ALG10B	NM_001013620	N.D.	0.433658
ALG11	NM_001004127	2.74 	2.73894
ALG12	NM_024105	8.00 	15.0502
ALG13	NM_001039210	10.47 	5.5919
ALG13	NM_018466	7.52 	5.5919
ALG14	NM_144988	3.45 	8.57398
ALG1L	NM_001015050	N.D.	0.679102
ALG2	NM_033087	2.67 	14.8245
ALG3	NM_005787	22.34 	33.6279
ALG5	NM_013338	3.85 	24.7894
ALG6	NM_013339	3.70 	1.47466
ALG8	NM_001007027	>24	17.6033
ALG8	NM_024079	>24	17.6033
ALG9	NM_024740	22.11 	3.41121
ALK	NM_004304	N.D.	0.0059264
ALKBH1	NM_006020	2.90 	2.45282
ALKBH2	NM_001001655	2.94 	8.71062
ALKBH3	NM_139178	7.53 	8.85371
ALKBH4	NM_017621	2.41 	4.35783
ALKBH5	NM_017758	6.38 	47.9083
ALKBH6	NM_198867	3.70 	10.4587
ALKBH6	NM_032878	3.70 	10.4587
ALKBH7	NM_032306	20.73 	18.7618
ALKBH8	NM_138775	3.13 	1.93431
ALLC	NM_018436	N.D.	0
ALMS1	NM_015120	5.11 	0.609841
ALOX12	NM_000697	2.41 	0.13078
ALOX12B	NM_001139	N.D.	0
ALOX15	NM_001140	N.D.	0
ALOX15B	NM_001039131	N.D.	0
ALOX15B	NM_001141	N.D.	0
ALOX15B	NM_001039130	N.D.	0
ALOX5	NM_000698	N.D.	0
ALOX5AP	NM_001629	N.D.	0
ALOXE3	NM_021628	N.D.	0.0125407
ALPI	NM_001631	8.53 	0
ALPK1	NM_025144	3.28 	2.17779
ALPK2	NM_052947	N.D.	16.1169
ALPK3	NM_020778	N.D.	0.0265651
ALPL	NM_000478	>24	1.88772
ALPP	NM_001632	>24	0
ALPPL2	NM_031313	N.D.	0.0181603
ALS2	NM_020919	3.70 	5.49054
ALS2CL	NM_182775	2.99 	1.0958
ALS2CL	NM_147129	2.99 	1.0958
ALS2CR11	NM_152525	N.D.	0.10446
ALS2CR12	NM_139163	N.D.	0.0144959
ALS2CR8	NM_024744	N.D.	0.896423
ALX1	NM_006982	2.22 	0.140825
ALX3	NM_006492	2.63 	4.63211
ALX4	NM_021926	2.63 	2.20216
ALYREF	NM_005782	13.88 	39.797
AMACR	NM_203382	2.53 	2.14257
AMACR	NM_014324	2.53 	2.14257
AMBN	NM_016519	N.D.	0
AMBP	NM_001633	N.D.	0.236579
AMBRA1	NM_017749	3.23 	6.03672
AMD1	NM_001033059	2.70 	10.3699
AMD1	NM_001634	2.70 	10.3699
AMDHD1	NM_152435	N.D.	0.0304037
AMDHD2	NM_015944	2.86 	17.1914
AMELX	NM_182680	N.D.	0
AMELX	NM_001142	N.D.	0
AMELX	NM_182681	N.D.	0
AMELY	NM_001143	N.D.	0
AMER1	NM_152424	2.90 	0.927518
AMER2	NM_199138	N.D.	0.0136294
AMER2	NM_152704	N.D.	0.0136294
AMER3	NM_152698	N.D.	0
AMFR	NM_001144	15.27 	46.0851
AMH	NM_000479	3.45 	0.913491
AMHR2	NM_020547	N.D.	0
AMICA1	NM_153206	N.D.	0
AMIGO1	NM_020703	2.47 	2.86387
AMIGO2	NM_181847	3.13 	39.86
AMIGO3	NM_198722	3.03 	1.15621
AMMECR1	NM_015365	5.80 	4.50404
AMMECR1	NM_001025580	5.80 	4.50404
AMMECR1L	NM_031445	2.53 	6.96831
AMN	NM_030943	2.41 	0.0371315
AMOT	NM_133265	N.D.	0.462967
AMOTL1	NM_130847	3.51 	6.20561
AMOTL2	NM_016201	2.82 	63.8945
AMPD1	NM_000036	N.D.	0
AMPD2	NM_203404	6.10 	14.338
AMPD2	NM_004037	6.10 	14.338
AMPD2	NM_139156	6.10 	14.338
AMPD3	NM_001025390	N.D.	2.435
AMPD3	NM_000480	N.D.	2.435
AMPD3	NM_001025389	N.D.	2.435
AMPH	NM_139316	N.D.	1.2759
AMPH	NM_001635	N.D.	1.2759
AMT	NM_000481	N.D.	2.90824
AMTN	NM_212557	>24	0
AMY2A	NM_000699	N.D.	0.0398384
AMY2B	NM_020978	2.33 	0.507861
AMZ1	NM_133463	N.D.	1.0029
AMZ2	NM_001033571	15.00 	26.8403
AMZ2	NM_001033574	15.00 	26.8403
AMZ2	NM_016627	15.00 	26.8403
AMZ2	NM_001033569	15.00 	26.8403
AMZ2	NM_001033570	15.00 	26.8403
AMZ2	NM_001033572	15.00 	26.8403
ANAPC1	NM_022662	9.92 	2.6706
ANAPC10	NM_014885	2.50 	3.0444
ANAPC11	NM_001002249	>24	71.6157
ANAPC11	NM_016476	>24	71.6157
ANAPC11	NM_001002248	>24	71.6157
ANAPC11	NM_001002247	>24	71.6157
ANAPC11	NM_001002245	>24	71.6157
ANAPC11	NM_001002246	>24	71.6157
ANAPC13	NM_015391	3.08 	43.3644
ANAPC15	NM_014042	>24	26.451
ANAPC16	NM_173473	11.00 	16.137
ANAPC2	NM_013366	4.00 	14.5602
ANAPC4	NM_013367	2.78 	6.79261
ANAPC5	NM_016237	16.26 	28.1596
ANAPC7	NM_016238	6.82 	10.8504
ANG	NM_001145	N.D.	4.043
ANGEL1	NM_015305	6.76 	4.63256
ANGEL2	NM_144567	5.79 	3.25433
ANGPT1	NM_001146	2.90 	4.39733
ANGPT2	NM_001147	2.38 	0.00995619
ANGPT4	NM_015985	N.D.	0
ANGPTL1	NM_004673	N.D.	0.430024
ANGPTL2	NM_012098	N.D.	59.0569
ANGPTL3	NM_014495	N.D.	0
ANGPTL4	NM_001039667	N.D.	0.577265
ANGPTL4	NM_139314	N.D.	0.577265
ANGPTL5	NM_178127	N.D.	0.0232656
ANGPTL6	NM_031917	N.D.	0.0429738
ANGPTL7	NM_021146	2.02 	0
ANK1	NM_020477	8.94 	1.56677
ANK1	NM_020475	8.94 	1.56677
ANK1	NM_020478	8.94 	1.56677
ANK1	NM_020480	8.94 	1.56677
ANK1	NM_020476	8.94 	1.56677
ANK1	NM_000037	8.94 	1.56677
ANK2	NM_001148	N.D.	2.16932
ANK2	NM_020977	N.D.	2.16932
ANK3	NM_020987	N.D.	0.00766702
ANK3	NM_001149	N.D.	0.00766702
ANKAR	NM_144708	N.D.	0.187721
ANKDD1A	NM_182703	3.17 	1.04842
ANKFN1	NM_153228	3.28 	0.0264551
ANKFY1	NM_016376	5.05 	7.17262
ANKH	NM_054027	7.20 	10.3571
ANKHD1	NM_017978	5.66 	4.78437
ANKHD1	NM_024668	5.66 	4.78437
ANKHD1	NM_017747	5.66 	4.78437
ANKHD1-EIF4EBP3	NM_020690	5.38 	4.4143
ANKK1	NM_178510	N.D.	0.0453092
ANKLE1	NM_152363	2.82 	0.110191
ANKMY1	NM_016552	2.70 	0.789252
ANKMY1	NM_017844	2.70 	0.789252
ANKMY2	NM_020319	2.70 	6.49973
ANKRA2	NM_023039	N.D.	6.89056
ANKRD1	NM_014391	N.D.	3.19884
ANKRD10	NM_017664	3.70 	11.1245
ANKRD11	NM_013275	3.85 	16.9119
ANKRD12	NM_015208	2.90 	3.18363
ANKRD13A	NM_033121	8.74 	26.4583
ANKRD13B	NM_152345	5.88 	3.71055
ANKRD13C	NM_030816	3.64 	4.9535
ANKRD13D	NM_207354	2.67 	7.94373
ANKRD16	NM_001009943	2.56 	2.01908
ANKRD16	NM_019046	2.56 	2.01908
ANKRD16	NM_001009941	2.56 	2.01908
ANKRD17	NM_032217	4.70 	8.48391
ANKRD17	NM_198889	4.70 	8.48391
ANKRD18A	NM_147195	4.00 	0.00658516
ANKRD2	NM_020349	N.D.	0.268168
ANKRD22	NM_144590	N.D.	0
ANKRD23	NM_144994	N.D.	0.46073
ANKRD26	NM_014915	2.41 	1.554
ANKRD27	NM_032139	3.64 	6.05398
ANKRD28	NM_015199	3.85 	10.5719
ANKRD29	NM_173505	3.23 	2.29127
ANKRD30A	NM_052997	N.D.	0
ANKRD32	NM_032290	2.90 	0.850101
ANKRD33	NM_182608	N.D.	0.0230916
ANKRD34A	NM_001039888	2.27 	1.13263
ANKRD34B	NM_001004441	N.D.	0
ANKRD35	NM_144698	N.D.	1.37746
ANKRD37	NM_181726	3.08 	2.59699
ANKRD39	NM_016466	3.85 	6.69184
ANKRD40	NM_052855	2.74 	12.9502
ANKRD42	NM_182603	3.85 	1.78207
ANKRD44	NM_153697	4.28 	0.602026
ANKRD45	NM_198493	N.D.	0.0122806
ANKRD46	NM_198401	2.44 	2.70791
ANKRD49	NM_017704	2.15 	4.38094
ANKRD50	NM_020337	2.44 	3.24649
ANKRD53	NM_024933	N.D.	0.39581
ANKRD54	NM_138797	5.73 	10.724
ANKRD55	NM_024669	N.D.	0.0126203
ANKRD6	NM_014942	N.D.	0.538355
ANKRD7	NM_019644	N.D.	0.0232082
ANKRD9	NM_152326	4.28 	15.1724
ANKS1A	NM_015245	3.57 	3.1413
ANKS1B	NM_152788	3.85 	0.0369423
ANKS1B	NM_181670	3.85 	0.0369423
ANKS1B	NM_020140	3.85 	0.0369423
ANKS3	NM_133450	3.08 	6.43045
ANKS4B	NM_145865	N.D.	0
ANKS6	NM_173551	6.40 	3.17349
ANKZF1	NM_018089	3.03 	8.14496
ANKZF1	NM_001042410	3.03 	8.14496
ANLN	NM_018685	6.72 	3.94673
ANO1	NM_018043	N.D.	0.010558
ANO10	NM_018075	8.00 	32.0295
ANO2	NM_020373	N.D.	0.0180159
ANO3	NM_031418	N.D.	0.627492
ANO4	NM_178826	3.70 	3.03737
ANO5	NM_213599	N.D.	0.00824087
ANO6	NM_001025356	9.63 	23.7245
ANO7	NM_001001891	N.D.	0.0541648
ANO7	NM_001001666	N.D.	0.0541648
ANO8	NM_020959	3.23 	2.55457
ANO9	NM_001012302	N.D.	0.0151087
ANP32A	NM_006305	4.00 	16.9526
ANP32B	NM_006401	4.00 	54.3097
ANP32C	NM_012403	7.24 	2.71235
ANP32D	NM_012404	N.D.	0.164805
ANP32E	NM_030920	9.09 	7.97717
ANPEP	NM_001150	20.69 	93.1883
ANTXR1	NM_018153	11.72 	135.646
ANTXR1	NM_053034	11.72 	135.646
ANTXR1	NM_032208	11.72 	135.646
ANTXR2	NM_058172	N.D.	30.0711
ANXA1	NM_000700	17.33 	298.113
ANXA10	NM_007193	N.D.	0.0484274
ANXA11	NM_145869	12.36 	103.88
ANXA11	NM_145868	12.36 	103.88
ANXA11	NM_001157	12.36 	103.88
ANXA13	NM_004306	N.D.	0
ANXA13	NM_001003954	N.D.	0
ANXA2	NM_001002858	>24	258.82
ANXA2	NM_001002857	>24	258.82
ANXA2	NM_004039	>24	258.82
ANXA2R	NM_001014279	3.17 	0.232729
ANXA3	NM_005139	>24	10.8581
ANXA4	NM_001153	3.51 	49.4252
ANXA5	NM_001154	>24	516.218
ANXA6	NM_001155	24.00 	137.102
ANXA7	NM_001156	13.14 	46.1222
ANXA7	NM_004034	13.14 	46.1222
ANXA8L2	NM_001630	N.D.	0.0179385
ANXA9	NM_003568	3.51 	0.643763
AOAH	NM_001637	N.D.	0
AOC2	NM_009590	2.86 	0.138575
AOC2	NM_001158	2.86 	0.138575
AOC3	NM_003734	N.D.	0.039788
AOX1	NM_001159	N.D.	2.60098
AP1AR	NM_018569	3.23 	7.45109
AP1B1	NM_145730	21.71 	18.3141
AP1B1	NM_001127	21.71 	18.3141
AP1G1	NM_001030007	5.92 	11.0058
AP1G1	NM_001128	5.92 	11.0058
AP1G2	NM_003917	2.74 	3.6492
AP1M1	NM_032493	6.92 	30.5614
AP1M2	NM_005498	12.38 	0
AP1S1	NM_001283	20.28 	59.0717
AP1S2	NM_003916	3.51 	22.5899
AP1S3	NM_001039569	3.23 	0.779523
AP2A1	NM_014203	18.19 	61.8968
AP2A1	NM_130787	18.19 	61.8968
AP2A2	NM_012305	3.51 	19.0307
AP2B1	NM_001282	>24	31.25
AP2B1	NM_001030006	>24	31.25
AP2M1	NM_004068	>24	363.31
AP2M1	NM_001025205	>24	363.31
AP2S1	NM_021575	>24	108.304
AP2S1	NM_004069	>24	108.304
AP3B1	NM_003664	14.40 	13.4957
AP3B2	NM_004644	N.D.	0.143565
AP3D1	NM_003938	11.33 	48.9332
AP3M1	NM_012095	6.55 	11.132
AP3M1	NM_207012	6.55 	11.132
AP3M2	NM_006803	2.67 	6.01262
AP3S1	NM_001284	12.00 	36.4621
AP3S2	NM_005829	3.57 	8.24557
AP4B1	NM_006594	3.64 	2.88212
AP4E1	NM_007347	3.70 	3.02088
AP4M1	NM_004722	3.08 	4.86074
AP4S1	NM_007077	2.94 	1.69979
AP5B1	NM_138368	2.47 	4.70679
AP5M1	NM_018229	4.14 	8.74261
AP5S1	NM_018347	2.94 	6.11884
AP5Z1	NM_014855	3.33 	12.2907
APAF1	NM_001160	3.39 	2.5641
APAF1	NM_181861	3.39 	2.5641
APAF1	NM_013229	3.39 	2.5641
APAF1	NM_181868	3.39 	2.5641
APAF1	NM_181869	3.39 	2.5641
APBA1	NM_001163	N.D.	2.02287
APBA2	NM_005503	N.D.	5.68429
APBA3	NM_004886	5.38 	6.22501
APBB1	NM_001164	N.D.	24.7442
APBB1	NM_145689	N.D.	24.7442
APBB1IP	NM_019043	N.D.	16.4902
APBB2	NM_173075	3.17 	6.03198
APBB3	NM_133174	2.53 	4.91722
APBB3	NM_133172	2.53 	4.91722
APBB3	NM_006051	2.53 	4.91722
APBB3	NM_133173	2.53 	4.91722
APC	NM_000038	5.29 	2.00303
APC2	NM_005883	5.71 	0.15911
APCDD1	NM_153000	N.D.	17.5579
APCDD1L	NM_153360	N.D.	0.901911
APCS	NM_001639	N.D.	0
APEH	NM_001640	3.57 	26.2843
APEX1	NM_001641	7.05 	78.9735
APEX1	NM_080649	7.05 	78.9735
APEX1	NM_080648	7.05 	78.9735
APEX2	NM_014481	3.51 	6.41064
APH1A	NM_016022	10.07 	72.9838
APH1B	NM_031301	2.86 	6.59916
API5	NM_006595	8.43 	14.5966
APIP	NM_015957	11.11 	6.68182
APITD1	NM_199294	5.47 	5.07429
APITD1-CORT	NM_198544	5.47 	0.67032
APLF	NM_173545	N.D.	0.948164
APLN	NM_017413	2.33 	0.0653991
APLNR	NM_005161	N.D.	0
APLP1	NM_001024807	>24	3.40987
APLP1	NM_005166	>24	3.40987
APLP2	NM_001642	>24	223.716
APMAP	NM_020531	14.40 	57.1153
APOA1BP	NM_144772	>24	37.3472
APOA2	NM_001643	N.D.	0
APOA4	NM_000482	N.D.	0
APOA5	NM_052968	N.D.	0
APOB	NM_000384	N.D.	0.0133389
APOBEC1	NM_001644	N.D.	0
APOBEC2	NM_006789	N.D.	0.0411913
APOBEC3A	NM_145699	N.D.	0
APOBEC3B	NM_004900	16.59 	0.32499
APOBEC3C	NM_014508	10.78 	31.2424
APOBEC3D	NM_152426	N.D.	0.525634
APOBEC3F	NM_145298	N.D.	2.36631
APOBEC3F	NM_001006666	N.D.	2.36631
APOBEC3G	NM_021822	N.D.	1.08693
APOBEC3H	NM_181773	N.D.	0.158841
APOBEC4	NM_203454	N.D.	0
APOBR	NM_018690	N.D.	0.0299393
APOC1	NM_001645	8.67 	2.59276
APOC2	NM_000483	N.D.	0
APOC3	NM_000040	N.D.	0
APOC4	NM_001646	N.D.	0
APOD	NM_001647	N.D.	35.3584
APOE	NM_000041	N.D.	62.2873
APOF	NM_001638	N.D.	0
APOH	NM_000042	N.D.	0.0289172
APOL1	NM_145343	N.D.	2.72193
APOL1	NM_003661	N.D.	2.72193
APOL2	NM_145637	3.13 	15.3735
APOL2	NM_030882	3.13 	15.3735
APOL3	NM_145641	N.D.	1.8284
APOL3	NM_145640	N.D.	1.8284
APOL3	NM_145642	N.D.	1.8284
APOL4	NM_145660	N.D.	0.019925
APOL4	NM_030643	N.D.	0.019925
APOL5	NM_030642	N.D.	0
APOL6	NM_030641	N.D.	4.70263
APOLD1	NM_030817	N.D.	1.12663
APOO	NM_024122	16.50 	3.2431
APOOL	NM_198450	4.00 	4.07688
APOPT1	NM_032374	8.00 	16.7474
APP	NM_000484	>24	692.66
APP	NM_201413	>24	692.66
APP	NM_201414	>24	692.66
APPBP2	NM_006380	3.51 	7.22075
APPL1	NM_012096	5.67 	5.56625
APPL2	NM_018171	4.32 	24.2255
APRT	NM_001030018	>24	86.7329
APRT	NM_000485	>24	86.7329
APTX	NM_175073	5.23 	9.7392
APTX	NM_175069	5.23 	9.7392
AQP1	NM_198098	N.D.	0.301743
AQP10	NM_080429	N.D.	0.0248825
AQP11	NM_173039	2.33 	1.74781
AQP12A	NM_198998	N.D.	0
AQP2	NM_000486	N.D.	0
AQP3	NM_004925	10.29 	0.207233
AQP4	NM_004028	N.D.	0
AQP4	NM_001650	N.D.	0
AQP5	NM_001651	N.D.	0
AQP6	NM_001652	N.D.	0
AQP7	NM_001170	N.D.	0
AQP8	NM_001169	N.D.	0.0351943
AQP9	NM_020980	N.D.	0.0102192
AQPEP	NM_173800	N.D.	0.0122607
AQR	NM_014691	8.46 	5.61248
AR	NM_000044	3.51 	3.34487
AR	NM_001011645	3.51 	3.34487
ARAF	NM_001654	8.00 	23.3053
ARAP1	NM_001040118	5.14 	21.0633
ARAP1	NM_015242	5.14 	21.0633
ARAP2	NM_015230	2.78 	0.0141781
ARAP3	NM_022481	3.64 	4.09731
ARC	NM_015193	N.D.	0.0311757
ARCN1	NM_001655	7.65 	57.7961
ARF1	NM_001024228	10.43 	217.994
ARF1	NM_001024227	10.43 	217.994
ARF1	NM_001024226	10.43 	217.994
ARF1	NM_001658	10.43 	217.994
ARF3	NM_001659	10.63 	56.6522
ARF4	NM_001660	11.71 	186.539
ARF5	NM_001662	>24	74.7044
ARF6	NM_001663	2.53 	24.3695
ARFGAP1	NM_018209	2.94 	29.086
ARFGAP1	NM_175609	2.94 	29.086
ARFGAP2	NM_032389	4.00 	19.9055
ARFGAP3	NM_014570	6.55 	18.8141
ARFGEF1	NM_006421	3.28 	5.07379
ARFGEF2	NM_006420	4.57 	4.63242
ARFIP1	NM_001025593	3.28 	10.5861
ARFIP1	NM_014447	3.28 	10.5861
ARFIP1	NM_001025595	3.28 	10.5861
ARFIP2	NM_012402	9.03 	9.67307
ARFRP1	NM_003224	2.60 	12.1919
ARG1	NM_000045	N.D.	0
ARG2	NM_001172	15.09 	2.18996
ARGFX	NM_001012659	N.D.	0
ARGLU1	NM_018011	2.35 	23.4622
ARHGAP1	NM_004308	9.38 	54.4179
ARHGAP10	NM_024605	2.70 	7.73192
ARHGAP11A	NM_014783	3.28 	1.37974
ARHGAP11A	NM_199357	3.28 	1.37974
ARHGAP11B	NM_001039841	2.60 	0.361207
ARHGAP12	NM_018287	2.78 	5.81509
ARHGAP15	NM_018460	N.D.	0
ARHGAP17	NM_001006634	4.00 	12.9391
ARHGAP17	NM_018054	4.00 	12.9391
ARHGAP18	NM_033515	3.23 	5.98478
ARHGAP19	NM_032900	6.46 	0.86754
ARHGAP20	NM_020809	N.D.	0.976822
ARHGAP21	NM_020824	3.28 	7.35103
ARHGAP22	NM_021226	2.44 	4.486
ARHGAP24	NM_031305	N.D.	3.23003
ARHGAP24	NM_001025616	N.D.	3.23003
ARHGAP24	NM_001042669	N.D.	3.23003
ARHGAP25	NM_014882	N.D.	0
ARHGAP25	NM_001007231	N.D.	0
ARHGAP26	NM_015071	3.51 	1.5304
ARHGAP27	NM_174919	N.D.	1.38524
ARHGAP27	NM_174919	N.D.	0
ARHGAP27	NM_174919	N.D.	0
ARHGAP27	NM_174919	N.D.	0.451189
ARHGAP27	NM_199282	2.90 	1.38524
ARHGAP27	NM_199282	2.90 	0
ARHGAP27	NM_199282	2.90 	0
ARHGAP27	NM_199282	2.90 	0.451189
ARHGAP28	NM_001010000	N.D.	1.50279
ARHGAP29	NM_004815	3.08 	6.94185
ARHGAP30	NM_001025598	N.D.	0.0164711
ARHGAP30	NM_181720	N.D.	0.0164711
ARHGAP31	NM_020754	3.17 	3.71737
ARHGAP32	NM_014715	5.18 	0.773771
ARHGAP33	NM_052948	N.D.	0.886779
ARHGAP35	NM_004491	5.69 	14.5681
ARHGAP36	NM_144967	N.D.	0
ARHGAP39	NM_025251	3.39 	1.3427
ARHGAP4	NM_001666	N.D.	0.529158
ARHGAP44	NM_014859	3.08 	0.347555
ARHGAP5	NM_001030055	3.45 	7.5452
ARHGAP5	NM_001173	3.45 	7.5452
ARHGAP6	NM_013427	N.D.	0.582057
ARHGAP6	NM_013423	N.D.	0.582057
ARHGAP6	NM_006125	N.D.	0.582057
ARHGAP8	NM_001017526	N.D.	0.411556
ARHGAP8	NM_181335	N.D.	0.411556
ARHGAP9	NM_032496	10.83 	0.184295
ARHGDIA	NM_004309	9.60 	200.885
ARHGDIB	NM_001175	N.D.	4.12189
ARHGDIG	NM_001176	N.D.	0.0571543
ARHGEF1	NM_198977	8.64 	19.4646
ARHGEF1	NM_004706	8.64 	19.4646
ARHGEF1	NM_199002	8.64 	19.4646
ARHGEF10	NM_014629	3.64 	8.33942
ARHGEF10L	NM_001011722	2.94 	7.3084
ARHGEF10L	NM_018125	2.94 	7.3084
ARHGEF11	NM_014784	5.45 	8.65346
ARHGEF11	NM_198236	5.45 	8.65346
ARHGEF12	NM_015313	12.00 	8.13764
ARHGEF15	NM_173728	N.D.	0
ARHGEF16	NM_014448	5.67 	0.174408
ARHGEF17	NM_014786	3.13 	19.2743
ARHGEF18	NM_015318	6.90 	11.5857
ARHGEF19	NM_153213	3.33 	1.79759
ARHGEF2	NM_004723	3.03 	47.4459
ARHGEF25	NM_182947	6.16 	14.1
ARHGEF26	NM_015595	2.70 	0.204421
ARHGEF3	NM_019555	3.08 	1.15314
ARHGEF35	NM_001003702	N.D.	0.281072
ARHGEF37	NM_001001669	N.D.	0.457138
ARHGEF38	NM_017700	N.D.	0.044546
ARHGEF39	NM_032818	3.77 	0.490834
ARHGEF4	NM_015320	3.28 	4.87736
ARHGEF4	NM_032995	3.28 	4.87736
ARHGEF40	NM_018071	4.22 	17.6921
ARHGEF5	NM_005435	N.D.	0.667555
ARHGEF6	NM_004840	N.D.	3.04095
ARHGEF7	NM_003899	2.78 	10.4177
ARHGEF7	NM_145735	2.78 	10.4177
ARHGEF9	NM_015185	N.D.	8.81697
ARID1A	NM_139135	3.77 	6.48415
ARID1A	NM_006015	3.77 	6.48415
ARID1B	NM_017519	3.45 	5.46715
ARID1B	NM_020732	3.45 	5.46715
ARID2	NM_152641	3.28 	2.10794
ARID3A	NM_005224	2.90 	5.83635
ARID3B	NM_006465	2.27 	0.574653
ARID3C	NM_001017363	N.D.	0.0400196
ARID4A	NM_023001	2.63 	3.05789
ARID4A	NM_023000	2.63 	3.05789
ARID4A	NM_002892	2.63 	3.05789
ARID4B	NM_031371	2.38 	5.18135
ARID4B	NM_016374	2.38 	5.18135
ARID5A	NM_212481	2.78 	12.2411
ARID5B	NM_032199	2.22 	25.0804
ARIH1	NM_005744	2.99 	10.9123
ARIH2	NM_006321	7.43 	15.0478
ARL1	NM_001177	8.40 	27.4855
ARL10	NM_173664	N.D.	1.1528
ARL11	NM_138450	N.D.	0
ARL13A	NM_001012990	N.D.	0
ARL13B	NM_182896	2.78 	2.24211
ARL13B	NM_144996	2.78 	2.24211
ARL14	NM_025047	N.D.	0
ARL14EP	NM_152316	2.17 	8.80162
ARL15	NM_019087	2.67 	4.20347
ARL16	NM_001040025	8.89 	16.7604
ARL17A	NM_016632	2.27 	0.0299841
ARL17A	NM_016632	2.27 	0
ARL2	NM_001667	>24	87.4694
ARL2BP	NM_012106	9.20 	38.3033
ARL3	NM_004311	13.04 	4.73575
ARL4A	NM_001037164	2.17 	1.75618
ARL4A	NM_212460	2.17 	1.75618
ARL4A	NM_005738	2.17 	1.75618
ARL4C	NM_005737	N.D.	16.7546
ARL4D	NM_001661	2.11 	20.8977
ARL5A	NM_001037174	8.12 	8.11849
ARL5A	NM_177985	8.12 	8.11849
ARL5A	NM_012097	8.12 	8.11849
ARL5B	NM_178815	2.53 	1.64955
ARL6	NM_177976	3.51 	1.45954
ARL6	NM_032146	3.51 	1.45954
ARL6IP1	NM_015161	8.32 	33.9333
ARL6IP4	NM_016638	3.70 	73.4775
ARL6IP4	NM_001002252	3.70 	73.4775
ARL6IP4	NM_001002251	3.70 	73.4775
ARL6IP4	NM_018694	3.70 	73.4775
ARL6IP5	NM_006407	10.53 	59.4807
ARL6IP6	NM_152522	5.49 	4.01924
ARL8A	NM_138795	3.45 	25.3155
ARL8B	NM_018184	8.00 	35.3477
ARL9	NM_206919	3.03 	0.045895
ARMC1	NM_018120	3.85 	9.66867
ARMC10	NM_031905	6.57 	8.0154
ARMC12	NM_145028	N.D.	0.0694432
ARMC2	NM_032131	21.00 	0.217785
ARMC3	NM_173081	N.D.	0
ARMC4	NM_018076	3.03 	3.35788
ARMC5	NM_024742	3.08 	4.91213
ARMC6	NM_033415	6.08 	11.6628
ARMC7	NM_024585	2.50 	4.47945
ARMC8	NM_213654	2.78 	4.62335
ARMC8	NM_014154	2.78 	4.62335
ARMC8	NM_015396	2.78 	4.62335
ARMC9	NM_025139	6.37 	43.6228
ARMCX1	NM_016608	N.D.	24.0201
ARMCX2	NM_014782	3.77 	20.1606
ARMCX2	NM_177949	3.77 	20.1606
ARMCX3	NM_177948	4.28 	38.9389
ARMCX3	NM_177947	4.28 	38.9389
ARMCX3	NM_016607	4.28 	38.9389
ARMCX5	NM_022838	3.17 	2.38114
ARMCX6	NM_019007	2.44 	15.5281
ARMCX6	NM_001009584	2.44 	15.5281
ARNT	NM_001668	8.13 	11.9777
ARNT	NM_178427	8.13 	11.9777
ARNT2	NM_014862	N.D.	10.6852
ARNTL	NM_001030272	2.99 	2.43478
ARNTL	NM_001178	2.99 	2.43478
ARNTL	NM_001030273	2.99 	2.43478
ARNTL2	NM_020183	3.08 	1.15073
ARPC1A	NM_006409	15.09 	40.3278
ARPC1B	NM_005720	>24	120.755
ARPC2	NM_152862	16.50 	221.085
ARPC2	NM_005731	16.50 	221.085
ARPC3	NM_005719	>24	53.1456
ARPC4	NM_001024959	14.09 	76.7644
ARPC4	NM_001024960	14.09 	76.7644
ARPC4	NM_005718	14.09 	76.7644
ARPC5	NM_005717	9.78 	102.868
ARPC5L	NM_030978	3.17 	23.2739
ARPP19	NM_006628	5.57 	19.0981
ARPP21	NM_198399	2.63 	0.0102364
ARPP21	NM_001025069	2.63 	0.0102364
ARPP21	NM_001025068	2.63 	0.0102364
